index,score,threshold,prediction,attack
84,30640.84765625,45.028438568115234,1,1
85,30636.396484375,45.028438568115234,1,1
86,30631.23828125,45.028438568115234,1,1
87,30629.853515625,45.028438568115234,1,1
88,30624.541015625,45.028438568115234,1,0
89,30622.482421875,45.028438568115234,1,0
90,30617.423828125,45.028438568115234,1,0
91,30623.203125,45.028438568115234,1,0
92,30625.408203125,45.028438568115234,1,0
93,30603.140625,45.028438568115234,1,0
94,30589.314453125,45.028438568115234,1,0
95,30576.08203125,45.028438568115234,1,0
96,30574.056640625,45.028438568115234,1,0
97,30572.693359375,45.028438568115234,1,0
98,30565.05078125,45.028438568115234,1,1
99,459229.53125,45.028438568115234,1,1
100,3962384.75,45.028438568115234,1,1
101,1955596.625,45.028438568115234,1,1
102,1399863.0,45.028438568115234,1,1
103,1266464.0,45.028438568115234,1,1
104,542803.875,45.028438568115234,1,0
105,411602.40625,45.028438568115234,1,0
106,412138.75,45.028438568115234,1,0
107,449405.71875,45.028438568115234,1,0
108,446577.40625,45.028438568115234,1,0
109,434867.90625,45.028438568115234,1,0
110,430298.84375,45.028438568115234,1,0
111,424566.59375,45.028438568115234,1,0
112,434527.875,45.028438568115234,1,0
113,429035.71875,45.028438568115234,1,1
114,426972.15625,45.028438568115234,1,1
115,438676.75,45.028438568115234,1,1
116,431866.96875,45.028438568115234,1,1
117,429495.46875,45.028438568115234,1,1
118,428653.84375,45.028438568115234,1,1
119,427019.84375,45.028438568115234,1,0
120,426710.96875,45.028438568115234,1,0
121,426710.96875,45.028438568115234,1,0
122,426713.5625,45.028438568115234,1,0
123,426713.5625,45.028438568115234,1,0
124,426714.1875,45.028438568115234,1,0
125,426714.1875,45.028438568115234,1,0
126,426714.1875,45.028438568115234,1,0
127,439256.90625,45.028438568115234,1,0
128,434082.71875,45.028438568115234,1,0
129,432020.125,45.028438568115234,1,1
130,1664689.0,45.028438568115234,1,0
131,427693.75,45.028438568115234,1,0
132,427353.0625,45.028438568115234,1,0
133,427353.0625,45.028438568115234,1,0
134,427353.0625,45.028438568115234,1,0
135,427353.71875,45.028438568115234,1,0
136,427353.71875,45.028438568115234,1,0
137,464982.15625,45.028438568115234,1,0
138,450288.59375,45.028438568115234,1,0
139,444463.53125,45.028438568115234,1,1
140,3603582.5,45.028438568115234,1,1
141,494419.34375,45.028438568115234,1,0
142,214395.171875,45.028438568115234,1,0
143,477066.53125,45.028438568115234,1,0
144,331705.59375,45.028438568115234,1,0
145,141944.40625,45.028438568115234,1,0
146,142072.328125,45.028438568115234,1,0
147,142112.5625,45.028438568115234,1,0
148,141662.203125,45.028438568115234,1,0
149,141776.421875,45.028438568115234,1,1
150,902464.25,45.028438568115234,1,0
151,142402.78125,45.028438568115234,1,0
152,146202.640625,45.028438568115234,1,0
153,155217.46875,45.028438568115234,1,0
154,154212.53125,45.028438568115234,1,0
155,163963.15625,45.028438568115234,1,0
156,163653.140625,45.028438568115234,1,0
157,163607.796875,45.028438568115234,1,0
158,163570.96875,45.028438568115234,1,0
159,163629.859375,45.028438568115234,1,0
160,163492.9375,45.028438568115234,1,1
161,163277.015625,45.028438568115234,1,1
