timestamp,frontend_cpu,frontend_mem,frontend_net_rx,frontend_net_tx,cartservice_cpu,cartservice_mem,cartservice_net_rx,cartservice_net_tx,checkoutservice_cpu,checkoutservice_mem,checkoutservice_net_rx,checkoutservice_net_tx,productcatalogservice_cpu,productcatalogservice_mem,productcatalogservice_net_rx,productcatalogservice_net_tx,recommendationservice_cpu,recommendationservice_mem,recommendationservice_net_rx,recommendationservice_net_tx,paymentservice_cpu,paymentservice_mem,paymentservice_net_rx,paymentservice_net_tx,currencyservice_cpu,currencyservice_mem,currencyservice_net_rx,currencyservice_net_tx,shippingservice_cpu,shippingservice_mem,shippingservice_net_rx,shippingservice_net_tx,emailservice_cpu,emailservice_mem,emailservice_net_rx,emailservice_net_tx,adservice_cpu,adservice_mem,adservice_net_rx,adservice_net_tx,redis-cart_cpu,redis-cart_mem,redis-cart_net_rx,redis-cart_net_tx
2026-06-05 13:49:00,0.023669409778742656,19410944,,,0.00790662876340621,56012800,,,0.0006768563483169353,13365248,,,0.011368024581227118,13045760,,,0.007666443524829697,47394816,,,0.0007052443049183011,76734464,,,0.010246715102797817,82587648,,,0.001314719210045779,12173312,,,0.0023586192017259725,45092864,,,0.005169308182869868,95543296,,,0.003375417935026738,6438912,,
2026-06-05 13:49:30,0.022023703173064103,19070976,,,0.006724597461444186,56774656,,,0.0010761394739973733,13369344,,,0.012273866955465946,13176832,,,0.0080616035796349,47394816,,,0.0011642418489315747,77201408,,,0.010347624730589144,82391040,,,0.0013201815900199365,11911168,,,0.0023567309520289045,45092864,,,0.0030385361796506894,95662080,,,0.0032534321202876484,6701056,,
2026-06-05 13:50:00,0.023996507726370055,18956288,,,0.009647592084191588,56152064,,,0.002189545492592299,13180928,,,0.011406679594914742,13389824,,,0.008140781364844132,47394816,,,0.0008945951495516846,76947456,,,0.01074177142031495,82698240,,,0.0010534734687220868,11894784,,,0.002574792304328763,45092864,,,0.003698270607953753,95686656,,,0.0031810395010394973,6434816,,
2026-06-05 13:50:30,0.021860477680900235,18939904,,,0.0077337730548429654,55959552,,,0.0017622976892132203,13205504,,,0.009654112805484824,27688960,,,0.011321962021350012,48328704,,,0.0010911903666847923,76967936,,,0.012281095046714572,82735104,,,0.0015887339082004362,11481088,,,0.002339951686025443,45092864,,,0.003666504834729248,95617024,,,0.0030426965191191232,6426624,,
2026-06-05 13:51:00,0.021657839186336948,19034112,,,0.007891955747234237,55599104,,,0.0010239320356462435,13209600,,,0.00793845864695682,28020736,,,0.007943825104965836,48328704,,,0.0010707607225272496,77500416,,,0.011784007628388748,82980864,,,0.0013124517906336018,11485184,,,0.0016924958213934659,45092864,,,0.003271725908906351,95518720,,,0.0023026534364094936,6426624,,
2026-06-05 13:51:30,0.020873180855691165,19099648,,,0.009119474428167266,55562240,,,0.0011282812433739083,13225984,,,0.012165520278488445,28479488,,,0.01017428943305997,48328704,,,0.0014528124400076574,77217792,,,0.012419108648732993,82972672,,,0.0014759175960728868,11481088,,,0.002481492094089405,45092864,,,0.003679323924228926,95518720,,,0.0031822456486291706,6426624,,
2026-06-05 13:52:00,0.013935878528746998,19099648,,,0.005316776635294946,55521280,,,0.0012543731971312996,13225984,,,0.010425383058687482,28213248,,,0.008223049691318204,48328704,,,0.0011202027943170672,77455360,,,0.00928423254985737,83124224,,,0.001215744416280092,11489280,,,0.0024469816564758337,45092864,,,0.004101342546291818,95703040,,,0.003056346396064541,6426624,,
2026-06-05 13:52:30,0.022313109944718308,19206144,,,0.007387077197048442,55513088,,,0.0012477131742193418,13230080,,,0.011903264147205777,28250112,,,0.007042771057352141,48328704,,,0.0009197404596942477,77922304,,,0.01151131340869329,83673088,,,0.0015096462118229356,11485184,,,0.0026159382935257484,45092864,,,0.0041214251090643545,95707136,,,0.003285878068519028,6688768,,
2026-06-05 13:53:00,0.02736290438189859,19349504,,,0.009504867837589881,55459840,,,0.0015448208420049821,13230080,,,0.014202869280590573,28266496,,,0.00916360489882854,48328704,,,0.0007319322368827316,77443072,,,0.013347726835171438,83513344,,,0.0018118592783272337,11677696,,,0.0019981500803391413,45092864,,,0.0032144205021616902,95703040,,,0.003355030859767444,6426624,,
2026-06-05 13:53:30,0.024835831472254953,19017728,,,0.009258384093782462,55603200,,,0.0023456456078529806,13262848,,,0.013931106124823407,28835840,,,0.009609713910813479,48250880,,,0.0008780675584640468,77713408,,,0.011202680443246352,83550208,,,0.0018095434260213125,11685888,,,0.002904012319274542,45096960,,,0.003493141115203813,95834112,,,0.003536449600965735,6688768,,
