timestamp,frontend_cpu,frontend_mem,frontend_request_rate,frontend_latency,frontend_error_rate,cartservice_cpu,cartservice_mem,cartservice_request_rate,cartservice_latency,cartservice_error_rate,checkoutservice_cpu,checkoutservice_mem,checkoutservice_request_rate,checkoutservice_latency,checkoutservice_error_rate,productcatalogservice_cpu,productcatalogservice_mem,productcatalogservice_request_rate,productcatalogservice_latency,productcatalogservice_error_rate,recommendationservice_cpu,recommendationservice_mem,recommendationservice_request_rate,recommendationservice_latency,recommendationservice_error_rate,paymentservice_cpu,paymentservice_mem,paymentservice_request_rate,paymentservice_latency,paymentservice_error_rate,currencyservice_cpu,currencyservice_mem,currencyservice_request_rate,currencyservice_latency,currencyservice_error_rate,shippingservice_cpu,shippingservice_mem,shippingservice_request_rate,shippingservice_latency,shippingservice_error_rate,emailservice_cpu,emailservice_mem,emailservice_request_rate,emailservice_latency,emailservice_error_rate,adservice_cpu,adservice_mem,adservice_request_rate,adservice_latency,adservice_error_rate,redis-cart_cpu,redis-cart_mem,redis-cart_request_rate,redis-cart_latency,redis-cart_error_rate
2026-06-07 20:32:25,0.012101000686544981,15867904.0,0.18928964757709255,57.0,0.0,0.005152473416551037,54730752.0,0.1892896475770925,569.0,0.0,0.0015113060507560764,11083776.0,0.18928964757709255,568.0,0.0,0.005752199238537385,10055680.0,0.18928964757709255,569.0,0.0,0.0059636748762067395,45473792.0,0.1892896475770925,568.0,0.0,0.0011325514275810256,122548224.0,0.1892896475770925,568.0,0.0,0.00874387300755814,131506176.0,0.1892896475770925,568.0,0.0,0.00085614017865908,9486336.0,0.0,21830.0,0.05162444933920704,0.001538848015577829,45801472.0,0.0,21829.0,0.05162444933920704,0.003060121309695442,102907904.0,0.1892896475770925,568.0,0.0,0.002175826281656953,6877184.0,0.1892896475770925,748.0,0.0
2026-06-07 20:32:55,0.010898700000000192,15478784.0,0.18885231748772457,57.0,0.0,0.005422042327288928,54722560.0,0.18885231748772457,569.0,0.0,0.001416918069657515,11280384.0,0.18885231748772457,568.0,0.0,0.005992354918406513,9957376.0,0.18885231748772457,569.0,0.0,0.0062295252497036315,45481984.0,0.18885231748772457,568.0,0.0,0.0011567978699452883,122650624.0,0.18885231748772457,568.0,0.0,0.009128960087603664,132349952.0,0.18885231748772457,568.0,0.0,0.0008570753731411222,9601024.0,0.0,21830.0,0.04496483749707728,0.0015863997001311827,45801472.0,0.0,21829.0,0.04496483749707728,0.002562659451896955,103170048.0,0.18885231748772457,568.0,0.0,0.0022380995330006383,7139328.0,0.18885231748772457,748.0,0.0
2026-06-07 20:33:25,0.013586130956144344,15425536.0,0.18818377000521783,57.0,0.0,0.005269070993278935,54751232.0,0.18818377000521783,569.0,0.0,0.00129202580697936,11018240.0,0.18818377000521783,568.0,0.0,0.005581048121991056,10010624.0,0.18818377000521783,569.0,0.0,0.0062032626458046304,45752320.0,0.18818377000521783,568.0,0.0,0.0010594101068618308,123138048.0,0.18818377000521783,568.0,0.0,0.009619261773440784,131928064.0,0.18818377000521783,568.0,0.0,0.0007745817545807793,9601024.0,0.0,21830.0,0.051322846365059405,0.0015944541841446899,45801472.0,0.0,21829.0,0.051322846365059405,0.002260824182181872,102907904.0,0.18818377000521783,568.0,0.0,0.0019821692039199003,7139328.0,0.18818377000521783,748.0,0.0
2026-06-07 20:33:55,0.013893624143522389,15761408.0,0.1880052641473961,57.0,0.0,0.005252278621005362,54738944.0,0.1880052641473961,569.0,0.0,0.001109279875201336,11018240.0,0.1880052641473961,568.0,0.0,0.005832982028510633,10383360.0,0.1880052641473961,569.0,0.0,0.006197453028091848,45477888.0,0.1880052641473961,568.0,0.0,0.0008314988441657027,123596800.0,0.18800526414739616,568.0,0.0,0.01159124954004333,132165632.0,0.18800526414739616,568.0,0.0,0.0007908339994670674,9605120.0,0.0,21830.0,0.042728469124408204,0.0016276809028762588,45801472.0,0.0,21829.0,0.042728469124408204,0.0016795470558631752,102907904.0,0.1880052641473961,568.0,0.0,0.002353338880798863,7139328.0,0.1880052641473961,748.0,0.0
2026-06-07 20:34:25,0.013067698067608689,15532032.0,0.18730600449534412,57.0,0.0,0.005434230174271491,54738944.0,0.18730600449534412,569.0,0.0,0.0013358254957906194,11206656.0,0.18730600449534412,568.0,0.0,0.00572227976591227,10399744.0,0.18730600449534412,569.0,0.0,0.0057951764680051745,45486080.0,0.18730600449534412,568.0,0.0,0.0012675503190967216,123531264.0,0.18730600449534412,568.0,0.0,0.010700027816945592,132833280.0,0.18730600449534412,568.0,0.0,0.0007934660157717166,9732096.0,0.0,21830.0,0.04459666773698669,0.0016681257907840432,45801472.0,0.0,21829.0,0.04459666773698669,0.0016482943346419455,102907904.0,0.18730600449534412,568.0,0.0,0.0023341280622476168,6881280.0,0.18730600449534412,748.0,0.0
2026-06-07 20:34:55,0.012604740649530497,15859712.0,0.18785756980616514,57.0,0.0,0.005244809814169655,54730752.0,0.18785756980616514,569.0,0.0,0.001350857029624483,11206656.0,0.18785756980616514,568.0,0.0,0.00514599669578985,10170368.0,0.18785756980616514,569.0,0.0,0.00622545287602595,45744128.0,0.18785756980616514,568.0,0.0,0.0012666583765376473,123379712.0,0.18785756980616514,568.0,0.0,0.009803463799586385,132472832.0,0.18785756980616514,568.0,0.0,0.0007183219848164946,9736192.0,0.0,21830.0,0.051233882674408676,0.001664475307554043,46059520.0,0.0,21829.0,0.051233882674408676,0.0018052771327513473,103174144.0,0.18785756980616514,568.0,0.0,0.0023123679661993103,6881280.0,0.18785756980616514,748.0,0.0
2026-06-07 20:35:25,0.013124760727388652,15491072.0,0.18788644826290438,57.0,0.0,0.005127551839735681,54816768.0,0.18788644826290438,569.0,0.0,0.0011589479758609194,11206656.0,0.18788644826290438,568.0,0.0,0.005841058118575529,10014720.0,0.18788644826290438,569.0,0.0,0.006350885980143498,45481984.0,0.18788644826290438,568.0,0.0,0.0011684660239256045,123760640.0,0.18788644826290435,568.0,0.0,0.008588820515601184,132227072.0,0.18788644826290438,568.0,0.0,0.0007170447148614312,9887744.0,0.0,21830.0,0.04270146551429645,0.00144265523495759,46059520.0,0.0,21829.0,0.04270146551429645,0.0018996509694681292,102907904.0,0.18788644826290438,568.0,0.0,0.002369063971228091,7139328.0,0.18788644826290438,748.0,0.0
2026-06-07 20:35:55,0.013496920552176822,15552512.0,0.18733942335141304,57.0,0.0,0.005613059810467472,54767616.0,0.18733942335141304,569.0,0.0,0.0011588859519552695,10944512.0,0.18733942335141304,568.0,0.0,0.006015210682718681,10223616.0,0.18733942335141304,569.0,0.0,0.006226993275696382,45477888.0,0.18733942335141304,568.0,0.0,0.001179319204960552,123748352.0,0.18733942335141304,568.0,0.0,0.00861980978688432,132870144.0,0.18733942335141304,568.0,0.0,0.0008411089883803358,9891840.0,0.0,21830.0,0.053525549528975154,0.0015198935121605538,45801472.0,0.0,21829.0,0.053525549528975154,0.0018654626847887862,102907904.0,0.18733942335141307,568.0,0.0,0.0021824693989389537,7135232.0,0.18733942335141304,748.0,0.0
2026-06-07 20:36:25,0.014260819623888192,15716352.0,0.18789126220225644,57.0,0.0,0.005564412932728976,54771712.0,0.18789126220225644,569.0,0.0,0.0011273785664422337,10977280.0,0.18789126220225644,568.0,0.0,0.005955229535675599,10006528.0,0.18789126220225644,569.0,0.0,0.005874101583167396,45481984.0,0.18789126220225638,568.0,0.0,0.0012435955953671856,124329984.0,0.18789126220225644,568.0,0.0,0.00917789135110576,132403200.0,0.18789126220225644,568.0,0.0,0.0008821127418217586,9580544.0,0.0,21830.0,0.04270255959142191,0.0016693542610991081,45809664.0,0.0,21829.0,0.04270255959142191,0.001641314339176687,102907904.0,0.18789126220225644,568.0,0.0,0.0024233250710797498,7135232.0,0.18789126220225644,748.0,0.0
2026-06-07 20:36:55,0.01560328370385475,15622144.0,0.18778220678235188,57.0,0.0,0.00572268867060603,54800384.0,0.18778220678235188,569.0,0.0,0.001758482030660956,10977280.0,0.18778220678235188,568.0,0.0,0.006968503937007876,10211328.0,0.18778220678235188,569.0,0.0,0.006700093368884115,45486080.0,0.18778220678235188,568.0,0.0,0.0017856497612594893,124219392.0,0.18778220678235188,568.0,0.0,0.010814609295981156,133042176.0,0.18778220678235188,568.0,0.0,0.0009400777783863746,9580544.0,0.0,21830.0,0.05121332912245961,0.0015942115143930688,45809664.0,0.0,21829.0,0.05121332912245961,0.00261848473048902,103047168.0,0.18778220678235188,568.0,0.0,0.002364258283468878,7139328.0,0.18778220678235188,748.0,0.0
